1891-10-01,5810
1891-10-02,5810
1891-10-03,5810
1891-10-04,5810
1891-10-05,5810
1891-10-06,5810
1891-10-07,5810
1891-10-08,5810
1891-10-09,5810
1891-10-10,5810
1891-10-11,5810
1891-10-12,5810
1891-10-13,5810
1891-10-14,5810
1891-10-15,5810
1891-10-16,5810
1891-10-17,5810
1891-10-18,5810
1891-10-19,5810
1891-10-20,5810
1891-10-21,5810
1891-10-22,5810
1891-10-23,5810
1891-10-24,5810
1891-10-25,5810
1891-10-26,5810
1891-10-27,5810
1891-10-28,5810
1891-10-29,5810
1891-10-30,5810
1891-10-31,5810
1891-11-01,5810
1891-11-02,5810
1891-11-03,5980
1891-11-04,5980
1891-11-05,5980
1891-11-06,5980
1891-11-07,5980
1891-11-08,5980
1891-11-09,5980
1891-11-10,5980
1891-11-11,5980
1891-11-12,5980
1891-11-13,5980
1891-11-14,5980
1891-11-15,5980
1891-11-16,5980
1891-11-17,5980
1891-11-18,5980
1891-11-19,5980
1891-11-20,5980
1891-11-21,5980
1891-11-22,5980
1891-11-23,5980
1891-11-24,5980
1891-11-25,5980
1891-11-26,5980
1891-11-27,5980
1891-11-28,5980
1891-11-29,5980
1891-11-30,5980
1891-12-01,5980
1891-12-02,5980
1891-12-03,5980
1891-12-04,7430
1891-12-05,7430
1891-12-06,7430
1891-12-07,7430
1891-12-08,8880
1891-12-09,9320
1891-12-10,9320
1891-12-11,8000
1891-12-12,7240
1891-12-13,6870
1891-12-14,6510
1891-12-15,6510
1891-12-16,6510
1891-12-17,7430
1891-12-18,7810
1891-12-19,8440
1891-12-20,8440
1891-12-21,8440
1891-12-22,8440
1891-12-23,8440
1891-12-24,7810
1891-12-25,7810
1891-12-26,8220
1891-12-27,8440
1891-12-28,8220
1891-12-29,8880
1891-12-30,14100
1891-12-31,14100
1892-01-01,15500
1892-01-02,10700
1892-01-03,10700
1892-01-04,10400
1892-01-05,10400
1892-01-06,11000
1892-01-07,14100
1892-01-08,16100
1892-01-09,17000
1892-01-10,16100
1892-01-11,13000
1892-01-12,9540
1892-01-13,8880
1892-01-14,8220
1892-01-15,8220
1892-01-16,8000
1892-01-17,7810
1892-01-18,7620
1892-01-19,7620
1892-01-20,7620
1892-01-21,7620
1892-01-22,7620
1892-01-23,7620
1892-01-24,7620
1892-01-25,7620
1892-01-26,10700
1892-01-27,13800
1892-01-28,10200
1892-01-29,9980
