Year,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
DS_Dur_WS,227.0,190.0,216.0,180.0,133.0,135.0,81.0,144.0,221.0,231.0,194.0,222.0,216.0,145.0,126.0,257.0,271.0,201.0,197.0,178.0,231.0,287.0,245.0,220.0,nan,nan,nan,nan,nan,nan,nan,nan,187.0,174.0,253.0,nan,nan,nan,311.0,193.0,191.0,301.0,181.0,206.0,169.0,261.0
DS_No_Flow,0.0,0.0,37.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,13.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.0,nan,nan,nan,6.0,0.0,0.0,0.0,0.0,1.0,124.0,71.0
FA_Tim,15.0,nan,43.0,10.0,7.0,27.0,10.0,1.0,52.0,51.0,19.0,nan,7.0,25.0,0.0,11.0,20.0,nan,28.0,44.0,nan,31.0,25.0,29.0,15.0,nan,nan,nan,nan,nan,nan,nan,42.0,38.0,39.0,19.0,nan,nan,9.0,4.0,12.0,24.0,4.0,22.0,51.0,nan
FA_Mag,25.002285148081647,nan,7.1467050021663034,44.99381539218278,9.43055241699396,13.99243357732394,9.968792744646276,2.050791499039338,21.977863392334623,31.987800759725772,15.997889771374092,nan,1.8346046374000209,32.99993283481513,27.99998225033441,14.006414824941112,11.980248822154783,nan,12.940921183759272,3.7487415749054454,nan,1.5995140366471887,41.992410713094195,10.995432423494556,4.598281176628396,nan,nan,nan,nan,nan,nan,nan,65.18383605626865,47.59738153668937,16.888691267350413,25.709528769649758,nan,nan,6.335310593989608,4.329080417634404,114.93475605800474,20.09888771273756,16.99963339471698,4.210809459610026,8.21695394704782,nan
Wet_Tim,65.0,51.0,53.0,31.0,32.0,83.0,18.0,61.0,72.0,95.0,77.0,110.0,74.0,75.0,37.0,25.0,117.0,110.0,39.0,76.0,13.0,146.0,120.0,85.0,110.0,nan,nan,nan,nan,nan,nan,nan,50.0,65.0,58.0,80.0,nan,nan,89.0,125.0,99.0,63.0,153.0,51.0,117.0,57.0
FA_Dur,3.0,nan,5.0,4.0,2.0,6.0,5.0,3.0,17.0,4.0,7.0,nan,2.0,3.0,3.0,2.0,4.0,nan,2.0,3.0,nan,2.0,5.0,5.0,6.0,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,4.0,7.0,nan,nan,2.0,1.0,8.0,4.0,3.0,5.0,7.0,nan
Wet_BFL_Mag_10,8.520000000000001,14.0,3.4,20.0,30.0,7.299999999999999,2.9,0.825,25.700000000000003,6.88,24.0,9.0,48.0,17.0,52.0,9.58,23.8,7.76,4.5,5.580000000000001,3.8,3.91,1.27,41.5,4.25,nan,nan,nan,nan,nan,nan,nan,18.080000000000002,11.719999999999999,7.662000000000001,20.37,nan,nan,8.04,4.57,16.31000000000001,11.0,8.315,4.779999999999999,1.3610000000000002,5.537000000000001
Wet_BFL_Mag_50,60.0,31.5,9.5,109.0,70.5,49.5,4.0,1.7,64.0,34.0,71.5,24.0,94.5,152.5,118.0,22.0,128.0,18.0,18.0,13.0,8.1,24.5,61.0,81.0,18.5,nan,nan,nan,nan,nan,nan,nan,33.150000000000006,22.2,27.8,82.65,nan,nan,37.9,68.8,45.9,42.5,63.35,29.2,3.615,14.8
Wet_BFL_Dur,93.0,130.0,79.0,144.0,154.0,108.0,179.0,166.0,128.0,87.0,84.0,66.0,122.0,140.0,54.0,157.0,53.0,67.0,86.0,97.0,231.0,34.0,58.0,96.0,36.0,nan,nan,nan,nan,nan,nan,nan,128.0,153.0,94.0,114.0,nan,nan,61.0,33.0,98.0,115.0,46.0,37.0,70.0,78.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,nan,nan,nan,nan,nan,nan,nan,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,nan,nan,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004,2698.800000000004
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,nan,nan,nan,nan,nan,nan,nan,2223.0,2223.0,2223.0,2223.0,nan,nan,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0
Peak_Dur_10,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,nan,nan,nan,nan,nan,nan,nan,1982.0,1982.0,1982.0,1982.0,nan,nan,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0,1982.0
Peak_Dur_20,1.0,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan
Peak_Fre_20,1.0,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan
Peak_20,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,nan,nan,nan,nan,nan,nan,nan,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,nan,nan,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005,1556.0000000000005
Peak_Dur_50,1.0,nan,nan,4.0,3.0,nan,nan,nan,1.0,nan,2.0,nan,7.0,7.0,1.0,1.0,5.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,2.0,nan,1.0,nan,1.0
Peak_Fre_50,1.0,nan,nan,3.0,3.0,nan,nan,nan,1.0,nan,2.0,nan,5.0,6.0,1.0,1.0,3.0,1.0,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,2.0,nan,1.0,nan,1.0
Peak_50,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,nan,nan,nan,nan,nan,nan,nan,948.0,948.0,948.0,948.0,nan,nan,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0
Dur_2,8.0,7.0,nan,23.0,17.0,4.0,nan,nan,11.0,4.0,14.0,1.0,21.0,42.0,14.0,3.0,20.0,1.0,1.0,1.0,nan,3.0,5.0,14.0,1.0,nan,nan,nan,nan,nan,nan,nan,3.0,5.0,6.0,8.0,nan,nan,4.0,5.0,4.0,12.0,5.0,5.0,nan,4.0
Fre_2,5.0,4.0,nan,7.0,9.0,3.0,nan,nan,5.0,3.0,3.0,1.0,7.0,10.0,6.0,3.0,3.0,1.0,1.0,1.0,nan,1.0,1.0,7.0,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,4.0,4.0,6.0,nan,nan,3.0,2.0,2.0,6.0,3.0,3.0,nan,3.0
High_2,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,nan,nan,nan,nan,nan,nan,nan,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,nan,nan,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993,320.2999999999993
Dur_5,22.0,17.0,3.0,62.0,53.0,12.0,nan,nan,30.0,20.0,24.0,6.0,50.0,83.0,29.0,10.0,29.0,2.0,2.0,4.0,1.0,9.0,15.0,30.0,4.0,nan,nan,nan,nan,nan,nan,nan,12.0,15.0,15.0,34.0,nan,nan,15.0,12.0,17.0,23.0,12.0,11.0,nan,13.0
Fre_5,6.0,6.0,2.0,10.0,9.0,5.0,nan,nan,10.0,7.0,5.0,3.0,10.0,9.0,7.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,6.0,6.0,3.0,nan,nan,nan,nan,nan,nan,nan,5.0,6.0,5.0,10.0,nan,nan,4.0,3.0,8.0,5.0,4.0,3.0,nan,3.0
High_5,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,nan,nan,nan,nan,nan,nan,nan,135.0,135.0,135.0,135.0,nan,nan,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Dur_10,50.0,39.0,9.0,101.0,108.0,44.0,nan,nan,69.0,35.0,49.0,20.0,108.0,117.0,61.0,25.0,50.0,7.0,6.0,14.0,2.0,15.0,32.0,62.0,8.0,nan,nan,nan,nan,nan,nan,nan,32.0,31.0,28.0,73.0,nan,nan,25.0,20.0,42.0,48.0,26.0,19.0,1.0,21.0
Fre_10,8.0,6.0,4.0,4.0,11.0,10.0,nan,nan,12.0,4.0,5.0,4.0,12.0,7.0,8.0,10.0,5.0,4.0,2.0,5.0,1.0,5.0,6.0,7.0,2.0,nan,nan,nan,nan,nan,nan,nan,12.0,8.0,4.0,7.0,nan,nan,3.0,3.0,9.0,6.0,4.0,2.0,1.0,3.0
High_10,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,nan,nan,nan,nan,nan,nan,nan,61.0,61.0,61.0,61.0,nan,nan,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0
Dur_20,88.0,94.0,19.0,153.0,186.0,93.0,2.0,nan,134.0,68.0,100.0,46.0,177.0,169.0,131.0,79.0,88.0,27.0,23.0,38.0,10.0,23.0,57.0,120.0,25.0,nan,nan,nan,nan,nan,nan,nan,98.0,79.0,74.0,136.0,nan,nan,48.0,44.0,100.0,107.0,48.0,42.0,5.0,35.0
Fre_20,4.0,6.0,3.0,9.0,5.0,5.0,1.0,nan,4.0,5.0,5.0,6.0,5.0,6.0,5.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,5.0,nan,nan,nan,nan,nan,nan,nan,10.0,6.0,10.0,7.0,nan,nan,3.0,4.0,4.0,9.0,3.0,4.0,3.0,4.0
High_20,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7,nan,nan,nan,nan,nan,nan,nan,24.7,24.7,24.7,24.7,nan,nan,24.7,24.7,24.7,24.7,24.7,24.7,24.7,24.7
