Year,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Peak_10,644.4000000000001,644.4000000000001,644.4000000000001,644.4000000000001,644.4000000000001,644.4000000000001,644.4000000000001,644.4000000000001,644.4000000000001,644.4000000000001,644.4000000000001,644.4000000000001
Peak_Dur_20,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0
Peak_Fre_20,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0
Peak_20,537.4000000000001,537.4000000000001,537.4000000000001,537.4000000000001,537.4000000000001,537.4000000000001,537.4000000000001,537.4000000000001,537.4000000000001,537.4000000000001,537.4000000000001,537.4000000000001
Peak_Dur_50,1.0,7.0,nan,nan,2.0,2.0,nan,nan,nan,nan,3.0,2.0
Peak_Fre_50,1.0,3.0,nan,nan,1.0,2.0,nan,nan,nan,nan,3.0,1.0
Peak_50,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0,370.0
Dur_2,14.0,27.0,nan,1.0,5.0,11.0,4.0,4.0,2.0,nan,6.0,14.0
Fre_2,8.0,6.0,nan,1.0,2.0,4.0,2.0,2.0,2.0,nan,2.0,5.0
High_2,183.1800000000003,183.1800000000003,183.1800000000003,183.1800000000003,183.1800000000003,183.1800000000003,183.1800000000003,183.1800000000003,183.1800000000003,183.1800000000003,183.1800000000003,183.1800000000003
Dur_5,37.0,86.0,nan,3.0,8.0,24.0,19.0,5.0,3.0,nan,11.0,24.0
Fre_5,8.0,8.0,nan,2.0,2.0,7.0,4.0,2.0,3.0,nan,3.0,4.0
High_5,128.44999999999982,128.44999999999982,128.44999999999982,128.44999999999982,128.44999999999982,128.44999999999982,128.44999999999982,128.44999999999982,128.44999999999982,128.44999999999982,128.44999999999982,128.44999999999982
Dur_10,72.0,130.0,2.0,5.0,14.0,78.0,56.0,19.0,8.0,nan,16.0,40.0
Fre_10,8.0,6.0,2.0,2.0,3.0,10.0,8.0,3.0,1.0,nan,3.0,4.0
High_10,85.99000000000001,85.99000000000001,85.99000000000001,85.99000000000001,85.99000000000001,85.99000000000001,85.99000000000001,85.99000000000001,85.99000000000001,85.99000000000001,85.99000000000001,85.99000000000001
Dur_20,151.0,175.0,7.0,40.0,46.0,166.0,133.0,40.0,14.0,2.0,30.0,76.0
Fre_20,5.0,3.0,2.0,8.0,4.0,2.0,7.0,3.0,3.0,2.0,3.0,5.0
High_20,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6,50.6
