Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
Avg,4.29068493150685,24.109836065573774,8.432328767123288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2534153005464481,15.35704109589041,9.893013698630137,4.919452054794521,1.5813387978142075,0.5831780821917809,22.638273972602743,7.353041095890411,12.876174863387979,4.49668493150685,12.373780821917808,44.31150684931507,13.136612021857923,5.210931506849316,11.255205479452057,3.447150684931507,1.9480874316939891,2.695835616438356,1.0753150684931507,1.8773972602739726,1.033879781420765,5.058602739726027,1.6109041095890408,14.5906301369863,8.297486338797814,17.833616438356163,51.98539726027397,10.394767123287671,6.764043715846994,6.567479452054795,8.446136986301369,8.058520547945205,3.2906284153005463,8.935616438356165
Std,8.16610239330809,49.21212100764898,12.593838297754752,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.894954063830622,30.108679384167367,19.48518766434855,6.562726815996525,2.050949562826877,0.7894616050328095,48.849369542421556,10.74888884023279,24.475331700940483,9.440794122734333,22.031188054102955,55.944333185208535,15.005054849458743,6.084727227548072,22.865669134267165,4.271956542770706,2.8327574766148707,4.67681365307415,1.5288822031611211,4.083497234491788,2.299573428434197,8.686167272352067,2.0114673997840655,24.905044807492345,16.492364244733405,34.032192979239056,81.05743997639647,9.287076055363023,12.625989158382685,10.648474156705088,20.40131786323073,18.988907591271587,11.937350846545037,22.274425656313426
CV,1.9032165082417805,2.0411636509598066,1.4935184153227905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.511832561007101,1.9605781606083308,1.9695906887348817,1.334036137134513,1.2969703681853535,1.3537230378510543,2.157822173260204,1.4618290174170665,1.9008231839514282,2.099500913792219,1.7804734358215624,1.2625238264961705,1.1422317127499793,1.1676851287625307,2.0315638995673266,1.239271773480824,1.4541223512497092,1.7348289430395587,1.42179929209358,2.175084262078807,2.2242174281366704,1.717108007738617,1.248657438894493,1.7069204396018287,1.9876337930943688,1.9083169752402738,1.5592347899270296,0.8934376254141319,1.866633287541025,1.6213943620902316,2.4154613992549785,2.3563763941898066,3.6276812024838576,2.4927687764998927
SP_Tim,218.0,219.0,244.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,226.0,178.0,188.0,228.0,199.0,239.0,192.0,224.0,226.0,242.0,197.0,239.0,193.0,250.0,166.0,242.0,246.0,227.0,245.0,181.0,187.0,253.0,234.0,229.0,188.0,121.0,257.0,196.0,205.0,207.0,237.0,221.0,204.0,232.0
SP_Mag,12.0,43.0,20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.7,92.0,105.0,12.0,6.2,1.9,108.0,13.0,19.0,5.6,165.0,54.0,19.0,5.4,120.0,2.6,4.0,7.5,2.8,26.0,4.6,6.7,5.2,53.0,38.0,147.0,83.0,34.0,20.0,37.0,31.4,102.0,3.76,57.9
SP_Dur,51.0,59.0,27.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,104.0,87.0,54.0,51.0,23.0,74.0,59.0,81.0,27.0,67.0,105.0,91.0,17.0,109.0,20.0,28.0,44.0,27.0,89.0,58.0,23.0,40.0,81.0,70.0,113.0,57.0,100.0,64.0,35.0,17.0,52.0,21.0,57.0
SP_ROC,0.12132352941176475,0.0754985754985755,0.1294117647058823,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7194805194805195,0.06666666666666667,0.08695652173913032,0.15789473684210517,0.13636363636363646,0.5937500000000001,0.047619047619047596,0.08955223880597023,0.06274509803921567,0.10727969348659,0.04819277108433739,0.05,0.06666666666666667,0.20000000000000004,0.0625,0.41860465116279066,0.1784750944074806,0.14285714285714285,0.2692307692307693,0.08333333333333323,0.12521739130434775,0.12499999999999993,0.171875,0.0625,0.06066176470588235,0.04819976771196283,0.0459830866807611,0.0666666666666667,0.11909090909090915,0.18007202881152468,0.37593984962406024,0.13178294573643418,0.09859154929577459,0.07488856530613539
DS_Tim,269.0,278.0,271.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256.0,282.0,275.0,282.0,250.0,262.0,266.0,283.0,307.0,269.0,264.0,344.0,284.0,267.0,275.0,262.0,274.0,271.0,272.0,270.0,245.0,276.0,274.0,310.0,258.0,234.0,314.0,296.0,269.0,242.0,254.0,273.0,225.0,289.0
DS_Mag_90,0.0,1.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.3,4.940000000000003,1.8,0.0,0.0,0.0,3.5800000000000014,2.05,2.5,3.5800000000000014,13.0,10.200000000000003,2.7,5.6,1.2,0.0,0.0,0.0,0.5079999999999998,0.53,0.0,0.0,0.0,2.2300000000000013,1.5,4.3,7.28,3.5,2.6,0.0,0.0,0.0,0.0,0.0
DS_Mag_50,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.985,0.0,2.2,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.52,0.0,0.0,0.0,0.0,0.0,0.0
