Year,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_5,nan,31083.6,31083.6,31083.6,31083.6,31083.6,31083.6,31083.6,31083.6,31083.6,31083.6,31083.6,31083.6
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Peak_10,nan,29302.4,29302.4,29302.4,29302.4,29302.4,29302.4,29302.4,29302.4,29302.4,29302.4,29302.4,29302.4
Peak_Dur_20,nan,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan
Peak_Fre_20,nan,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan
Peak_20,nan,22822.00000000002,22822.00000000002,22822.00000000002,22822.00000000002,22822.00000000002,22822.00000000002,22822.00000000002,22822.00000000002,22822.00000000002,22822.00000000002,22822.00000000002,22822.00000000002
Peak_Dur_50,nan,nan,nan,nan,1.0,1.0,2.0,nan,1.0,3.0,nan,1.0,nan
Peak_Fre_50,nan,nan,nan,nan,1.0,1.0,1.0,nan,1.0,3.0,nan,1.0,nan
Peak_50,nan,13850.0,13850.0,13850.0,13850.0,13850.0,13850.0,13850.0,13850.0,13850.0,13850.0,13850.0,13850.0
Dur_2,nan,21.0,4.0,3.0,1.0,1.0,3.0,nan,17.0,34.0,nan,1.0,4.0
Fre_2,nan,6.0,3.0,3.0,1.0,1.0,2.0,nan,5.0,10.0,nan,1.0,2.0
High_2,nan,7065.239999999998,7065.239999999998,7065.239999999998,7065.239999999998,7065.239999999998,7065.239999999998,7065.239999999998,7065.239999999998,7065.239999999998,7065.239999999998,7065.239999999998,7065.239999999998
Dur_5,nan,63.0,18.0,7.0,1.0,1.0,13.0,nan,36.0,78.0,nan,1.0,6.0
Fre_5,nan,11.0,4.0,5.0,1.0,1.0,3.0,nan,8.0,12.0,nan,1.0,2.0
High_5,nan,5040.699999999996,5040.699999999996,5040.699999999996,5040.699999999996,5040.699999999996,5040.699999999996,5040.699999999996,5040.699999999996,5040.699999999996,5040.699999999996,5040.699999999996,5040.699999999996
Dur_10,nan,114.0,49.0,29.0,1.0,5.0,32.0,1.0,75.0,109.0,1.0,2.0,30.0
Fre_10,nan,13.0,13.0,12.0,1.0,5.0,4.0,1.0,11.0,9.0,1.0,2.0,5.0
High_10,nan,3506.6000000000004,3506.6000000000004,3506.6000000000004,3506.6000000000004,3506.6000000000004,3506.6000000000004,3506.6000000000004,3506.6000000000004,3506.6000000000004,3506.6000000000004,3506.6000000000004,3506.6000000000004
Dur_20,nan,163.0,119.0,95.0,30.0,47.0,58.0,30.0,137.0,148.0,6.0,16.0,48.0
Fre_20,nan,9.0,19.0,20.0,6.0,13.0,8.0,10.0,11.0,10.0,3.0,6.0,7.0
High_20,nan,2318.2000000000007,2318.2000000000007,2318.2000000000007,2318.2000000000007,2318.2000000000007,2318.2000000000007,2318.2000000000007,2318.2000000000007,2318.2000000000007,2318.2000000000007,2318.2000000000007,2318.2000000000007
