Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
Avg,0.5972602739726027,31.57486338797814,4.166301369863013,11.642465753424657,10.102465753424656,7.5366120218579224,6.298630136986302,40.69671232876712,5.733972602739726,2.412568306010929,1.7854794520547943,25.753424657534246,3.0323287671232877,3.8499999999999996,7.108767123287671,33.89260273972602,29.327671232876707,11.561202185792348,56.83808219178083,9.463972602739725,10.653424657534247,6.665491803278687,16.132328767123287,10.409041095890409,7.793972602739725,7.613661202185791,7.31068493150685,nan,25.725549450549448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.075863013698632,4.648743169398907,84.91734246575342
Std,0.8946373877416093,48.426544812402994,4.827789280181328,24.012255534161472,12.94449984015763,27.56086703643941,22.36715971552744,70.5499837588167,12.984169364323664,3.2822848673222014,2.552105250275132,122.87984852368281,6.671304019198175,5.002358733255229,19.138795996055894,137.47969483973168,78.55392372716341,21.88933224916448,157.22402218645342,17.236366360527324,27.394568415703862,30.213813647744683,36.06791913137289,15.561619467470793,12.726588146956871,19.552466316416837,12.724328152328088,nan,35.56765154232938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,62.50517611997789,12.712934145791845,213.65628233871462
CV,1.4979020482829697,1.5337056004758831,1.1587710181272999,2.0624716484219174,1.2813208335568518,3.65693058850668,3.5511149613603807,1.7335548677465848,2.264428218251296,1.3604940673158843,1.429366911693146,4.771398373525981,2.200059601560656,1.29931395668967,2.692280625336417,4.0563333508343895,2.6784916914611148,1.8933439531110743,2.7661739475296563,1.8212612276093836,2.571433064608952,4.53287087276633,2.235754034772533,1.495009898040913,1.6328756586189745,2.568076750092788,1.7405110836455373,nan,1.3825808311965802,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.780195085746597,2.734703484906794,2.516050033300097
SP_Tim,219.0,191.0,175.0,192.0,225.0,227.0,155.0,205.0,157.0,135.0,126.0,139.0,214.0,198.0,211.0,95.0,225.0,144.0,154.0,169.0,116.0,90.0,212.0,184.0,219.0,139.0,237.0,nan,200.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,170.0,166.0,148.0
SP_Mag,4.7,186.0,9.1,68.0,55.0,30.0,46.0,231.0,32.0,14.0,6.1,304.0,12.0,21.0,110.0,234.0,165.0,38.0,351.0,53.0,88.0,216.0,78.0,47.0,37.0,28.0,74.0,nan,121.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,312.0,51.4,642.0
SP_Dur,54.0,91.0,101.0,89.0,81.0,44.0,117.0,68.0,101.0,133.0,140.0,107.0,65.0,82.0,62.0,137.0,53.0,172.0,92.0,81.0,151.0,48.0,67.0,148.0,67.0,111.0,59.0,nan,93.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91.0,82.0,117.0
SP_ROC,0.18465909090909094,0.05263157894736839,0.033908045977011525,0.058823529411764705,0.06493506493506493,0.06666666666666667,0.06458333333333333,0.05555555555555555,0.07526881720430119,0.07019704433497528,0.07142857142857134,0.0582579185520362,0.09090909090909098,0.07692307692307693,0.08333333333333333,0.06904761904761905,0.06666666666666667,0.12957875457875462,0.045804195804195806,0.09307359307359307,0.09090909090909091,0.07692307692307693,0.08333333333333333,0.0975609756097561,0.08333333333333334,0.07019704433497533,0.09375000000000008,nan,0.038461538461538464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06535947712418301,0.05434782608695649,0.058823529411764705
DS_Tim,273.0,282.0,276.0,281.0,306.0,271.0,272.0,273.0,258.0,268.0,266.0,246.0,279.0,280.0,273.0,232.0,278.0,316.0,246.0,250.0,267.0,138.0,279.0,332.0,286.0,250.0,296.0,nan,293.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,261.0,248.0,265.0
DS_Mag_90,2.0500000000000056,3.5799999999999996,1.9,0.8,3.370000000000002,1.4,1.7,5.200000000000001,0.1,0.0,3.8,3.0799999999999983,1.7,3.1,0.5,3.65,3.9,2.2,12.0,0.7,1.6,6.330000000000001,2.3,3.3400000000000034,1.0,7.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.894000000000001,10.0,12.0
DS_Mag_50,0.0,0.8,0.0,0.1,0.4,0.0,0.0,3.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,1.25,0.2,5.0,0.0,0.1,2.0,0.1,0.7,0.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,4.8
