Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_5,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,3578.500000000002,nan
Peak_Dur_10,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_10,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,3162.0000000000005,nan
Peak_Dur_20,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,1.0,nan
Peak_Fre_20,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan
Peak_20,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,2780.0000000000005,nan
Peak_Dur_50,6.0,2.0,2.0,nan,nan,7.0,nan,nan,nan,1.0,nan,2.0,5.0,nan,7.0,nan,4.0,nan,5.0,nan
Peak_Fre_50,5.0,1.0,2.0,nan,nan,3.0,nan,nan,nan,1.0,nan,2.0,3.0,nan,2.0,nan,4.0,nan,2.0,nan
Peak_50,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,1120.0,nan
Dur_2,17.0,9.0,7.0,5.0,nan,16.0,6.0,12.0,nan,5.0,nan,8.0,13.0,nan,14.0,nan,11.0,4.0,13.0,nan
Fre_2,7.0,4.0,3.0,3.0,nan,4.0,3.0,5.0,nan,2.0,nan,1.0,5.0,nan,2.0,nan,4.0,1.0,2.0,nan
High_2,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,578.9200000000001,nan
Dur_5,34.0,48.0,14.0,12.0,1.0,33.0,13.0,52.0,6.0,12.0,nan,11.0,26.0,2.0,29.0,1.0,22.0,10.0,24.0,nan
Fre_5,7.0,10.0,4.0,5.0,1.0,6.0,3.0,8.0,3.0,4.0,nan,2.0,8.0,1.0,6.0,1.0,7.0,2.0,6.0,nan
High_5,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,342.0,nan
Dur_10,48.0,97.0,22.0,21.0,3.0,50.0,27.0,78.0,8.0,22.0,13.0,29.0,60.0,8.0,59.0,13.0,58.0,17.0,67.0,nan
Fre_10,4.0,8.0,2.0,6.0,2.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,8.0,4.0,6.0,3.0,7.0,4.0,7.0,nan
High_10,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,nan
Dur_20,98.0,145.0,48.0,62.0,18.0,111.0,45.0,123.0,17.0,46.0,44.0,75.0,96.0,18.0,93.0,52.0,121.0,58.0,123.0,nan
Fre_20,5.0,6.0,5.0,6.0,3.0,6.0,5.0,5.0,4.0,5.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,4.0,nan
High_20,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,nan
