Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975
FA_Dur,nan,5.0,nan,nan,nan,7.0,nan,2.0,nan,nan,nan,nan,nan,4.0,10.0,nan,nan,nan,2.0,nan,nan,nan,5.0,7.0,nan
Wet_BFL_Mag_10,1.5,3.9000000000000004,2.7300000000000004,2.27,2.9,1.9,2.9,2.9,4.0,2.16,1.8,1.6,2.0,nan,1.4,2.02,3.5700000000000003,5.1,3.8200000000000007,nan,3.3,2.0,3.5,9.0,3.2200000000000006
Wet_BFL_Mag_50,2.0,10.0,5.1,6.9,3.7,2.0,4.1,17.0,7.1,2.9,2.0,2.5,2.7,nan,6.6,19.0,4.449999999999999,5.9,55.0,nan,4.0,3.0,17.0,13.5,3.9
Wet_BFL_Dur,184.0,109.0,34.0,88.0,190.0,18.0,64.0,121.0,22.0,147.0,99.0,95.0,101.0,nan,41.0,57.0,18.0,131.0,49.0,nan,19.0,40.0,19.0,102.0,123.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_2,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985,2461.1999999999985
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan
Peak_5,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991,676.1999999999991
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,5.0,nan,nan,nan,1.0,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,1.0,nan,nan
Peak_10,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0
Peak_Dur_20,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,4.0,3.0,nan,9.0,nan,nan,nan,2.0,nan,nan
Peak_Fre_20,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,nan,3.0,nan,nan,nan,1.0,nan,nan
Peak_20,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003,221.40000000000003
Peak_Dur_50,nan,2.0,nan,3.0,nan,1.0,nan,16.0,1.0,nan,nan,1.0,nan,nan,nan,10.0,6.0,nan,29.0,1.0,1.0,nan,2.0,1.0,nan
Peak_Fre_50,nan,2.0,nan,2.0,nan,1.0,nan,4.0,1.0,nan,nan,1.0,nan,nan,nan,3.0,2.0,nan,3.0,1.0,1.0,nan,1.0,1.0,nan
Peak_50,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Dur_2,nan,7.0,nan,5.0,nan,2.0,nan,33.0,2.0,nan,nan,5.0,nan,nan,nan,16.0,14.0,nan,86.0,2.0,1.0,nan,8.0,2.0,nan
Fre_2,nan,3.0,nan,3.0,nan,1.0,nan,5.0,1.0,nan,nan,2.0,nan,nan,nan,3.0,3.0,nan,3.0,1.0,1.0,nan,4.0,1.0,nan
High_2,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044,40.02000000000044
Dur_5,nan,38.0,nan,7.0,nan,2.0,1.0,85.0,6.0,nan,nan,16.0,nan,nan,1.0,34.0,85.0,3.0,134.0,7.0,2.0,3.0,37.0,7.0,1.0
Fre_5,nan,7.0,nan,4.0,nan,1.0,1.0,5.0,3.0,nan,nan,5.0,nan,nan,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0
High_5,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
Dur_10,nan,94.0,1.0,34.0,1.0,3.0,2.0,148.0,15.0,nan,nan,31.0,2.0,2.0,7.0,87.0,156.0,5.0,178.0,19.0,5.0,7.0,84.0,63.0,6.0
Fre_10,nan,5.0,1.0,5.0,1.0,1.0,2.0,4.0,3.0,nan,nan,4.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,6.0,3.0
High_10,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Dur_20,nan,165.0,8.0,70.0,7.0,5.0,15.0,227.0,28.0,3.0,nan,59.0,4.0,8.0,29.0,141.0,251.0,41.0,257.0,124.0,25.0,22.0,155.0,139.0,70.0
Fre_20,nan,6.0,3.0,5.0,6.0,1.0,6.0,5.0,5.0,2.0,nan,7.0,2.0,3.0,3.0,1.0,3.0,8.0,3.0,5.0,8.0,2.0,5.0,4.0,5.0
High_20,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
