Year,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
FA_Mag,27.000198279542534,26.98741434445431,26.98183756372779,15.003615029487102,27.979919441942176,30.97899096954353,21.053073718709435,10.947066096156735,24.999364752399014,19.91521002580777,2.184290567847959,30.988183621640708,28.00640911942766,12.991859809890887,19.99442152985797,144.97087655285915,nan,9.311372014117058,54.99112533374442,10.984222752172707,2.6177535843483803,626.8013910041907,46.0219162267088,7.492869122218742,86.89395708701169,5.1468783556320075,17.894586549496722,26.00120645060921,nan,nan,21.980965433614017,nan,24.986699795925382
Wet_Tim,98.0,71.0,67.0,31.0,102.0,71.0,31.0,118.0,19.0,121.0,69.0,95.0,77.0,110.0,39.0,44.0,35.0,27.0,87.0,112.0,55.0,119.0,94.0,143.0,121.0,85.0,90.0,79.0,68.0,44.0,90.0,48.0,98.0
FA_Dur,3.0,3.0,4.0,8.0,6.0,2.0,8.0,7.0,8.0,7.0,4.0,2.0,3.0,2.0,5.0,2.0,nan,3.0,4.0,4.0,7.0,2.0,4.0,3.0,5.0,9.0,2.0,2.0,nan,nan,4.0,nan,4.0
Wet_BFL_Mag_10,32.400000000000006,51.5,13.0,25.8,28.5,19.0,58.8,57.0,10.0,3.3999999999999995,70.5,15.0,34.6,31.0,65.89999999999999,41.2,62.60000000000001,18.0,30.5,14.5,18.200000000000003,41.8,18.200000000000003,3.4,12.0,28.20000000000001,9.4,41.00000000000001,21.6,16.1,106.0,17.4,33.2
Wet_BFL_Mag_50,108.0,91.5,135.0,117.5,77.5,97.0,151.0,188.0,15.0,9.1,144.0,121.0,113.0,58.5,152.5,178.0,173.5,49.0,111.0,32.5,44.0,194.0,40.0,66.0,110.0,148.0,20.0,177.0,142.0,109.5,175.0,68.0,126.0
Wet_BFL_Dur,49.0,50.0,49.0,150.0,56.0,41.0,153.0,111.0,141.0,108.0,142.0,127.0,72.0,72.0,160.0,123.0,54.0,162.0,56.0,56.0,103.0,60.0,153.0,51.0,28.0,93.0,71.0,137.0,167.0,52.0,91.0,95.0,55.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_2,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997,3390.7999999999997
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_5,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999,2887.999999999999
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan
Peak_10,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005,2374.0000000000005
Peak_Dur_20,nan,2.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,5.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,nan,nan
Peak_Fre_20,nan,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan
Peak_20,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005,1618.0000000000005
Peak_Dur_50,nan,4.0,5.0,1.0,nan,1.0,1.0,1.0,nan,nan,nan,nan,4.0,nan,6.0,1.0,3.0,nan,6.0,nan,nan,2.0,nan,nan,nan,nan,nan,4.0,1.0,6.0,nan,1.0,1.0
Peak_Fre_50,nan,2.0,4.0,1.0,nan,1.0,1.0,1.0,nan,nan,nan,nan,2.0,nan,3.0,1.0,1.0,nan,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,3.0,1.0,2.0,nan,1.0,1.0
Peak_50,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0
Dur_2,5.0,10.0,17.0,2.0,3.0,5.0,20.0,5.0,nan,nan,8.0,nan,13.0,nan,21.0,20.0,12.0,nan,9.0,nan,nan,10.0,nan,1.0,1.0,6.0,nan,16.0,10.0,18.0,14.0,11.0,5.0
Fre_2,2.0,3.0,4.0,1.0,2.0,2.0,6.0,4.0,nan,nan,3.0,nan,2.0,nan,6.0,6.0,4.0,nan,2.0,nan,nan,4.0,nan,1.0,1.0,3.0,nan,3.0,4.0,5.0,5.0,5.0,3.0
High_2,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825,489.91999999999825
Dur_5,10.0,24.0,25.0,17.0,9.0,21.0,39.0,21.0,1.0,nan,26.0,6.0,27.0,5.0,48.0,60.0,22.0,1.0,20.0,1.0,1.0,23.0,1.0,3.0,2.0,18.0,nan,41.0,36.0,28.0,32.0,27.0,12.0
Fre_5,2.0,6.0,2.0,5.0,4.0,5.0,9.0,7.0,1.0,nan,7.0,4.0,5.0,3.0,8.0,8.0,7.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,1.0,6.0,nan,8.0,11.0,4.0,4.0,7.0,4.0
High_5,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0
Dur_10,15.0,66.0,35.0,44.0,26.0,45.0,73.0,71.0,2.0,nan,54.0,27.0,43.0,10.0,80.0,100.0,45.0,7.0,28.0,3.0,2.0,42.0,5.0,6.0,6.0,41.0,nan,77.0,68.0,35.0,69.0,42.0,43.0
Fre_10,3.0,5.0,6.0,8.0,5.0,5.0,11.0,7.0,1.0,nan,8.0,6.0,5.0,4.0,9.0,7.0,9.0,4.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,7.0,nan,7.0,10.0,4.0,7.0,5.0,4.0
High_10,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0
Dur_20,60.0,116.0,62.0,119.0,64.0,105.0,126.0,114.0,4.0,nan,114.0,83.0,66.0,29.0,140.0,150.0,87.0,35.0,67.0,10.0,17.0,57.0,32.0,27.0,27.0,101.0,12.0,127.0,120.0,55.0,160.0,69.0,78.0
Fre_20,5.0,6.0,5.0,7.0,7.0,5.0,7.0,2.0,2.0,nan,8.0,7.0,6.0,4.0,7.0,6.0,6.0,8.0,6.0,3.0,7.0,4.0,6.0,4.0,3.0,6.0,2.0,4.0,7.0,5.0,3.0,5.0,6.0
High_20,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
