Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0,8330.0
Peak_Dur_10,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_10,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0
Peak_Dur_20,4.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,3.0,nan,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan
Peak_Fre_20,3.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan
Peak_20,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0
Peak_Dur_50,8.0,1.0,1.0,1.0,nan,4.0,1.0,4.0,nan,1.0,nan,nan,4.0,1.0,5.0,nan,5.0,nan,5.0,5.0,nan,nan,nan,4.0,1.0,nan,nan,nan,nan,3.0,nan
Peak_Fre_50,3.0,1.0,1.0,1.0,nan,2.0,1.0,2.0,nan,1.0,nan,nan,2.0,1.0,1.0,nan,2.0,nan,2.0,3.0,nan,nan,nan,3.0,1.0,nan,nan,nan,nan,1.0,nan
Peak_50,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0,1690.0
Dur_2,9.0,24.0,5.0,1.0,nan,15.0,2.0,18.0,nan,1.0,nan,nan,12.0,1.0,8.0,nan,33.0,1.0,27.0,8.0,2.0,nan,7.0,14.0,20.0,nan,nan,10.0,5.0,7.0,nan
Fre_2,4.0,1.0,3.0,1.0,nan,5.0,1.0,3.0,nan,1.0,nan,nan,5.0,1.0,2.0,nan,5.0,1.0,5.0,4.0,2.0,nan,1.0,6.0,3.0,nan,nan,4.0,1.0,4.0,nan
High_2,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0
Dur_5,12.0,44.0,17.0,9.0,6.0,34.0,9.0,44.0,nan,4.0,nan,12.0,23.0,8.0,26.0,1.0,48.0,3.0,41.0,16.0,32.0,3.0,25.0,37.0,33.0,nan,nan,34.0,18.0,26.0,4.0
Fre_5,5.0,5.0,6.0,5.0,2.0,6.0,5.0,7.0,nan,4.0,nan,4.0,4.0,3.0,6.0,1.0,4.0,2.0,4.0,6.0,6.0,2.0,6.0,6.0,2.0,nan,nan,5.0,3.0,5.0,2.0
High_5,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0
Dur_10,35.0,72.0,45.0,34.0,30.0,55.0,29.0,61.0,3.0,26.0,7.0,43.0,39.0,25.0,50.0,29.0,59.0,16.0,62.0,40.0,48.0,28.0,49.0,59.0,42.0,1.0,nan,54.0,29.0,55.0,11.0
Fre_10,8.0,3.0,8.0,3.0,4.0,7.0,5.0,4.0,3.0,8.0,2.0,7.0,7.0,5.0,6.0,5.0,5.0,4.0,6.0,7.0,5.0,5.0,7.0,9.0,3.0,1.0,nan,7.0,3.0,8.0,4.0
High_10,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0,598.0
Dur_20,84.0,107.0,88.0,55.0,47.0,110.0,74.0,94.0,53.0,70.0,54.0,82.0,79.0,61.0,80.0,57.0,85.0,69.0,96.0,82.0,90.0,76.0,79.0,107.0,62.0,23.0,5.0,96.0,57.0,97.0,51.0
Fre_20,9.0,5.0,5.0,3.0,4.0,7.0,5.0,6.0,4.0,6.0,6.0,2.0,7.0,4.0,5.0,2.0,7.0,7.0,8.0,9.0,10.0,5.0,5.0,11.0,2.0,4.0,3.0,6.0,8.0,5.0,6.0
High_20,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0
