Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Avg,99.58164383561645,104.54918032786885,65.64986301369863,51.72904109589041,42.451506849315074,111.88934426229508,59.683013698630134,87.95424657534247,45.54219178082191,41.129234972677594,34.7358904109589,60.29178082191781,77.34684931506848,44.18196721311475,109.64301369863013,41.913698630136984,95.26575342465753,38.09387978142077,104.01183561643836,79.06841095890411,72.02413698630136,51.67005464480874,71.90397260273971,90.35928767123288,80.46679452054795,28.94035519125683,16.57698630136986,88.92567123287672,58.65857534246576,92.7448907103825,33.59309589041096,126.25983561643835,131.32383561643837,86.35469945355192,44.22635616438357,97.44386301369863,25.929616438356167,26.72035519125683,57.28161643835617,33.02602739726027,35.547260273972604,31.871830601092896,89.38797260273972,27.082328767123286,125.06334246575341,76.61079234972678,95.21643835616439,94.11495890410959,74.15093150684932,58.898060109289624,30.87824657534246,52.767232876712335,62.78084931506849,46.86571038251367,90.74109589041096,105.61832876712329,38.56013698630137,38.47931693989071,59.20139726027398,63.173506849315075,112.89569863013699,39.05609289617486,41.70649315068493,31.095369863013698,22.16958904109589
Std,306.64863095818754,177.5413007807893,106.04938100861317,100.17057441450838,83.39690135288991,223.80715601422705,98.0277756931982,147.0196468644867,70.75755461378047,73.12778278644669,53.53059808237232,96.65673048931185,201.2675271964452,63.26533510255256,283.5231822788883,73.42937584512799,155.03622821795167,67.49454448892124,162.86566640942675,148.8456213654494,104.89396993589642,76.94072568799908,128.83543529762304,124.63938003669202,181.29128981449057,44.19509945059078,29.411791395788892,143.4880665570328,112.36717410370585,189.50748183642403,64.97580097914312,242.76610389533568,206.68722251849857,118.02923260573982,67.05376728006034,159.14220279104697,50.80814053387917,35.39381566082285,95.37433688519798,44.686580282777435,69.50656912012035,50.10815935634229,133.63633721552986,45.91525929303576,183.516761107693,143.0007002702696,243.39314453920957,142.20477238128123,116.78483295316828,98.68859290306881,59.48785586387919,78.69849734001218,103.3591101237817,73.21700412710025,151.71237510826467,168.2643297118298,57.33005015405242,68.04326599559751,106.66490011820078,110.79814392035256,148.20358425727665,82.8622126287313,64.42583614973437,53.14185557968636,48.152900691823255
CV,3.07936903978393,1.6981606189930454,1.6153785574005644,1.9364475407309722,1.9645215810339478,2.000254425386301,1.6424736221965976,1.6715468847606834,1.5536703844714146,1.7780000730630152,1.541074590259642,1.6031493708040272,2.602142543345135,1.4319266228547016,2.585875494613759,1.7519183046358608,1.627407779234797,1.77179496749081,1.5658378245531794,1.8824916241558474,1.4563724651896452,1.4890776914579724,1.7917707552741544,1.3793754161739886,2.2529950508740115,1.527109780046603,1.7742544308767638,1.613573050028143,1.9156137606082952,2.0433199110472318,1.934201039139422,1.9227500393143933,1.573874396436123,1.3667957083126074,1.5161494885726123,1.6331680402353794,1.9594636370602712,1.3246012415435282,1.6650077776320338,1.3530716166754129,1.9553284440042333,1.5721770105863975,1.4950147466644068,1.6953955358807546,1.4673905037996735,1.8665868852716492,2.5562092926515363,1.510968862305605,1.5749611040608555,1.6755830789663524,1.9265295948307724,1.4914274076847422,1.6463477517653418,1.5622723635150246,1.6719257533707705,1.5931356960100551,1.4867698777734926,1.7683075326386177,1.8017294363722107,1.7538704030573193,1.3127478376551218,2.1216206354539575,1.544743546693432,1.7089957705534737,2.1720249573666863
SP_Tim,67.0,265.0,264.0,232.0,238.0,250.0,247.0,263.0,240.0,248.0,235.0,248.0,239.0,234.0,243.0,220.0,271.0,236.0,238.0,241.0,254.0,243.0,232.0,241.0,247.0,225.0,246.0,251.0,236.0,280.0,214.0,239.0,278.0,239.0,229.0,244.0,226.0,228.0,220.0,208.0,248.0,224.0,260.0,226.0,271.0,232.0,225.0,261.0,238.0,240.0,223.0,245.0,244.0,220.0,242.0,252.0,224.0,232.0,221.0,253.0,275.0,213.0,223.0,219.0,237.0
SP_Mag,2250.0,439.0,479.0,346.0,390.0,475.0,442.0,460.0,193.0,181.0,211.0,313.0,592.0,260.0,361.0,288.0,520.0,162.0,611.0,330.0,335.0,275.0,571.0,495.0,1090.0,215.0,108.0,599.0,538.0,215.0,395.0,616.0,718.0,389.0,193.0,513.0,283.0,141.0,320.0,195.0,274.0,141.0,336.0,227.0,591.0,1530.0,303.0,537.0,624.0,350.0,288.0,292.0,533.0,296.0,694.0,402.0,226.0,387.0,411.0,595.0,791.0,272.0,130.0,184.0,85.0
SP_Dur,206.0,34.0,43.0,47.0,44.0,43.0,40.0,45.0,37.0,24.0,50.0,50.0,53.0,57.0,88.0,52.0,40.0,39.0,66.0,48.0,48.0,43.0,47.0,63.0,54.0,107.0,38.0,57.0,49.0,27.0,58.0,65.0,47.0,51.0,46.0,46.0,44.0,57.0,62.0,75.0,18.0,82.0,48.0,48.0,52.0,58.0,50.0,54.0,58.0,44.0,44.0,39.0,42.0,56.0,59.0,43.0,49.0,50.0,60.0,45.0,43.0,54.0,60.0,53.0,32.0
SP_ROC,0.09448818897637795,0.13636363636363635,0.10555555555555556,0.10922619047619046,0.12903225806451613,0.10336538461538461,0.13251612903225807,0.11715686274509804,0.12068965517241383,0.13333333333333333,0.14285714285714288,0.13333333333333336,0.13131313131313133,0.1,0.15000000000000002,0.12244897959183673,0.13345904043578463,0.1368092691622103,0.12657563025210083,0.1481481481481482,0.10749185667752444,0.11764705882352938,0.1067629179331307,0.1380952380952381,0.1111111111111111,0.10344827586206891,0.14285714285714285,0.13636363636363635,0.10526315789473684,0.1111111111111111,0.12987012987012986,0.0992957746478873,0.1111111111111111,0.13270440251572327,0.12347560975609756,0.1262135922330097,0.1318840579710145,0.13484848484848488,0.13421955403087485,0.09646401985111666,0.125,0.14907407407407414,0.11764705882352941,0.1111111111111111,0.09902000816659862,0.12727272727272732,0.13636363636363635,0.11999999999999997,0.11037974683544302,0.12499999999999988,0.11399711399711404,0.1379310344827586,0.10344827586206896,0.10001000100010002,0.13756613756613756,0.11902352643561852,0.1111111111111111,0.1266025641025641,0.11235955056179775,0.12857142857142856,0.11099706744868033,0.1304347826086956,0.14285714285714285,0.12852233676975944,0.15789473684210525
DS_Tim,273.0,299.0,307.0,279.0,282.0,293.0,287.0,308.0,277.0,272.0,285.0,298.0,292.0,291.0,331.0,272.0,311.0,275.0,304.0,289.0,302.0,286.0,279.0,304.0,301.0,332.0,284.0,308.0,285.0,307.0,272.0,304.0,325.0,290.0,275.0,290.0,270.0,285.0,282.0,283.0,266.0,306.0,308.0,274.0,323.0,290.0,275.0,315.0,296.0,284.0,267.0,284.0,286.0,276.0,301.0,295.0,273.0,282.0,281.0,298.0,318.0,267.0,283.0,272.0,269.0
DS_Mag_90,20.0,34.400000000000006,25.0,14.0,3.3400000000000003,11.0,38.0,0.9,15.199999999999989,14.0,22.0,13.099999999999994,2.339999999999999,2.0400000000000005,21.0,48.0,16.099999999999994,36.900000000000006,11.400000000000006,1.13,21.0,14.0,9.550000000000004,34.900000000000006,3.959999999999999,8.970000000000002,24.30000000000001,10.599999999999994,29.900000000000006,24.0,2.1499999999999986,67.60000000000005,29.399999999999984,33.70000000000002,21.0,8.039999999999997,13.0,15.800000000000011,24.0,1.7,17.0,32.099999999999994,8.5,47.0,27.099999999999994,1.2599999999999993,32.400000000000006,58.0,4.780000000000001,9.0,29.0,42.0,25.0,53.80000000000001,16.60000000000001,25.700000000000017,12.0,47.0,18.0,84.0,4.159999999999999,1.4,0.43,0.3,0.5810000000000005
DS_Mag_50,4.9,1.2,1.4,0.4,0.1,3.5,4.300000000000001,0.2,0.1,0.3,0.7,1.1,0.3,0.2,9.4,0.4,1.0,16.0,0.67,0.17,1.2,0.59,0.395,4.6,1.2,0.48,0.325,1.2,0.6950000000000001,0.71,0.17,31.0,4.6,16.0,1.4,0.65,0.29,0.28,8.2,0.31,6.2,2.75,0.46,0.55,0.3,0.19,0.78,15.0,0.6,2.55,0.27,0.94,0.49,13.0,0.28,0.375,0.32,0.97,1.0,30.5,1.2,0.17,0.2,0.11,0.1
DS_Dur_WS,266.0,237.0,198.0,257.0,147.0,201.0,262.0,150.0,240.0,214.0,253.0,180.0,93.0,127.0,190.0,242.0,180.0,262.0,129.0,108.0,197.0,153.0,120.0,262.0,78.0,194.0,238.0,155.0,162.0,227.0,118.0,279.0,67.0,244.0,177.0,220.0,206.0,213.0,231.0,230.0,231.0,210.0,201.0,231.0,160.0,118.0,247.0,241.0,172.0,236.0,235.0,236.0,231.0,273.0,139.0,184.0,247.0,245.0,248.0,244.0,155.0,143.0,199.0,141.0,144.0
DS_No_Flow,0.0,0.0,0.0,28.0,9.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,nan,42.0,nan,47.0,45.0,nan,26.0,44.0,44.0,nan,51.0,33.0,13.0,12.0,44.0,48.0,50.0,3.0,33.0,15.0,nan,42.0,18.0,nan,74.0,10.0,48.0,75.0,60.0,19.0,64.0,nan,24.0,0.0,33.0,10.0,0.0,48.0,53.0,22.0,nan,25.0,29.0,70.0,36.0,72.0,nan,56.0,54.0,27.0,33.0,52.0,38.0,67.0,24.0,59.0,44.0,42.0,32.0,13.0,nan,10.0,nan,nan,nan
FA_Mag,nan,20.016789402285077,nan,5.9009376528981825,3.409992204178741,nan,19.97099572978075,28.98814343425432,1.3453650523731306,nan,15.881091685845584,1.0738647213278505,173.97807390079873,8.88777874951192,59.96578361983201,208.92644573226292,62.98307960861073,8.896230838416683,356.7215865009121,184.90902600359107,nan,26.92616675968273,6.002601808940074,nan,14.005672017537574,56.990656797439016,6.681022738684469,181.8157078306978,18.066861812983785,126.98403466977832,3.4861907470841036,nan,883.8910031218209,40.99885416387542,196.86847430453994,9.201080224131093,15.00031779614914,12.979480765923983,74.96206595030455,112.88051505897197,nan,67.8638263919875,21.97687287203746,10.87440700525811,137.95336648175982,339.9369356965456,nan,31.990441633324377,31.98514428848257,2.5779432153651425,7.70419528937282,178.76692550563126,256.8506404646156,103.97269194055022,26.000239862956754,77.98125880552992,269.9424698714121,4.959125348238619,62.95176788932381,44.92504966451298,nan,113.96959937726216,nan,nan,nan
