Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Avg,13.73013698630137,25.30958904109589,39.728767123287675,22.07431693989071,56.46191780821918,26.482191780821918,55.58082191780822,26.666939890710385,61.93424657534246,44.74520547945205,46.52054794520548,30.420765027322403,36.15068493150685,45.45479452054794,40.30684931506849,18.70601092896175,10.205753424657535,28.17945205479452,27.086301369863012,51.24535519125683,19.445479452054794,66.86027397260274,85.34520547945205,63.58196721311475,28.24876712328767,57.441095890410956,19.22027397260274,10.262841530054645,24.504383561643838,15.538630136986303,14.45945205479452,12.54289617486339,39.104109589041094,16.980821917808218,65.56602739726027,57.13387978142077,62.96986301369863,55.364383561643834,55.13972602739726,29.352459016393443,14.633698630136987,20.35232876712329,28.662465753424655,21.953005464480874,36.8986301369863,67.87671232876713,22.534520547945206,18.191256830601095,21.296438356164387,28.18246575342466,71.98356164383561,22.77786885245902,18.6572602739726,15.038630136986303,11.504109589041096
Std,7.214492357833277,22.38369247626961,38.09474590548285,12.995789416815578,48.22568805214534,14.787154203655016,62.874932735134905,13.774266214989975,66.3410123759239,27.88750906667857,36.344135058141276,17.48857567659968,32.712140611193355,34.89901298245495,41.54600133658455,8.221723652922005,5.167187814643797,26.572908022940325,23.079158095020052,42.56629696010327,9.638610290481173,57.25780999483294,82.93953077202575,40.74695472826577,14.225871853312341,52.55718304104571,8.555573361346239,3.9550322944695546,20.473845192068122,7.497185830946789,10.944692826645207,5.714179594900064,36.99685376610733,7.051463610519345,69.45586474324631,47.51883261669322,50.73273155139753,50.762744859945215,48.17240368340849,13.71604429135524,6.347018609098661,14.173342769501314,26.07720338506055,11.620524485918827,38.23407536048728,66.03115603465844,8.277976233570037,10.852515009293201,13.800562363949831,24.43842179179099,75.03069511361667,11.01868640551218,9.16203202625191,7.404287043100505,4.49086861525664
CV,0.5254494084823199,0.8843957300106524,0.9588705782705497,0.5887289492220147,0.8541277010099205,0.5583810556935734,1.1312343100667541,0.5165296907497188,1.0711523275772903,0.6232513353745823,0.7812490751602806,0.5748894106013547,0.9048830104649923,0.7677740786327562,1.0307429641009627,0.43952308614300273,0.5063014556240063,0.9429888122476514,0.8520601532071329,0.8306371728957336,0.4956735736059553,0.8563801281803812,0.9718124211675195,0.640857093831175,0.5035926626895105,0.9149752842688965,0.445132747511386,0.38537400025979895,0.8355176591389702,0.48248692226101586,0.7569230690879551,0.4555709873730418,0.9461116530952971,0.4152604417295194,1.05932702499143,0.8317102356515574,0.8056668559110729,0.916884494946556,0.873642419976354,0.46728774184455163,0.43372620753768015,0.6963990672358156,0.9098032112587797,0.5293363819692202,1.036192271055677,0.9728101696327075,0.3673464547851167,0.5965786262242883,0.6480220839347615,0.8671498798440409,1.0423309627947814,0.4837452738394637,0.4910706015627172,0.49235116334766793,0.3903708131861571
SP_Tim,260.0,266.0,264.0,242.0,258.0,236.0,276.0,250.0,252.0,273.0,273.0,254.0,247.0,253.0,261.0,230.0,256.0,259.0,242.0,279.0,242.0,265.0,264.0,247.0,240.0,250.0,233.0,229.0,256.0,225.0,257.0,224.0,266.0,246.0,284.0,255.0,250.0,275.0,264.0,244.0,227.0,248.0,250.0,253.0,247.0,253.0,235.0,237.0,236.0,258.0,275.0,226.0,243.0,241.0,257.0
SP_Mag,33.0,82.0,160.0,61.0,193.0,63.0,265.0,63.0,264.0,119.0,186.0,94.0,155.0,155.0,178.0,38.0,34.0,112.0,110.0,156.0,40.0,232.0,327.0,216.0,56.0,235.0,33.0,16.0,72.0,37.0,51.0,27.0,137.0,31.0,265.0,210.0,150.0,206.0,203.0,74.0,39.0,63.0,127.0,42.0,158.0,281.0,41.0,54.0,61.0,105.0,416.0,45.0,42.0,31.0,27.0
SP_Dur,36.0,51.0,69.0,73.0,96.0,80.0,71.0,64.0,84.0,59.0,48.0,72.0,73.0,104.0,53.0,104.0,54.0,73.0,115.0,59.0,90.0,77.0,88.0,99.0,91.0,91.0,54.0,64.0,47.0,117.0,55.0,121.0,85.0,77.0,75.0,95.0,82.0,61.0,83.0,55.0,77.0,85.0,69.0,62.0,92.0,81.0,65.0,90.0,100.0,70.0,67.0,84.0,70.0,61.0,71.0
SP_ROC,0.0625,0.07547169811320754,0.038461538461538464,0.05263157894736842,0.043478260869565216,0.05263157894736842,0.04083333333333333,0.045454545454545456,0.03252247488101534,0.038461538461538464,0.034482758620689655,0.045454545454545456,0.04081632653061224,0.04201680672268908,0.03125,0.045454545454545456,0.05000000000000002,0.038461538461538464,0.045454545454545456,0.03333333333333333,0.03846153846153844,0.027777777777777776,0.03416874221668742,0.029850746268656716,0.05718954248366013,0.034482758620689655,0.06350806451612903,0.058823529411764705,0.05,0.06066176470588234,0.0625,0.07692307692307693,0.03279569892473118,0.04545454545454547,0.02857142857142857,0.03636363636363636,0.028991596638655463,0.029850746268656716,0.03225806451612903,0.03333333333333333,0.05999999999999996,0.05263157894736842,0.037037037037037035,0.05,0.03571428571428571,0.03149801587301587,0.06066176470588235,0.046536796536796536,0.05263157894736842,0.04040816326530612,0.03488372093023256,0.05718954248366013,0.07142857142857142,0.046536796536796536,0.04591747146619843
DS_Tim,296.0,317.0,333.0,315.0,354.0,316.0,347.0,314.0,336.0,332.0,321.0,326.0,320.0,357.0,314.0,334.0,310.0,332.0,357.0,338.0,332.0,342.0,352.0,346.0,331.0,341.0,287.0,293.0,303.0,342.0,312.0,345.0,351.0,323.0,359.0,350.0,332.0,336.0,347.0,299.0,304.0,333.0,319.0,315.0,339.0,334.0,300.0,327.0,336.0,328.0,342.0,310.0,313.0,302.0,328.0
DS_Mag_90,14.0,18.0,21.0,15.0,31.099999999999994,33.599999999999994,nan,25.0,32.0,28.0,28.400000000000006,25.80000000000001,31.0,22.0,nan,10.0,12.0,20.200000000000017,17.0,25.200000000000017,40.0,48.0,64.0,29.0,21.0,nan,nan,11.0,16.0,8.3,9.3,15.0,nan,20.0,41.70000000000002,31.799999999999997,25.0,36.0,26.0,17.0,15.0,16.0,18.0,16.0,52.0,nan,13.0,15.0,16.0,31.0,nan,11.100000000000009,13.0,11.0,9.3
DS_Mag_50,10.0,14.0,17.0,9.3,25.0,17.0,nan,14.0,26.0,21.0,22.0,18.0,22.0,17.0,nan,9.0,6.6,14.0,14.0,20.0,16.5,33.0,46.0,24.0,16.0,nan,nan,5.85,14.0,8.0,6.4,9.55,nan,12.0,24.0,21.0,21.0,29.0,22.0,14.0,12.0,13.0,17.0,14.0,32.0,nan,12.0,13.0,14.0,23.0,nan,9.25,11.0,8.6,6.2
DS_Dur_WS,238.0,151.0,193.0,112.0,160.0,255.0,nan,216.0,122.0,193.0,177.0,213.0,186.0,205.0,nan,183.0,196.0,209.0,90.0,189.0,154.0,220.0,198.0,188.0,155.0,nan,nan,200.0,204.0,158.0,61.0,168.0,nan,208.0,164.0,73.0,211.0,215.0,137.0,221.0,221.0,181.0,192.0,228.0,201.0,nan,214.0,176.0,190.0,211.0,nan,90.0,160.0,91.0,65.0
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
FA_Tim,nan,60.0,13.0,45.0,42.0,nan,55.0,2.0,33.0,15.0,55.0,nan,nan,42.0,nan,25.0,1.0,52.0,nan,nan,nan,44.0,25.0,41.0,nan,62.0,nan,28.0,53.0,nan,nan,nan,29.0,nan,36.0,72.0,48.0,nan,nan,nan,nan,52.0,38.0,nan,nan,62.0,44.0,nan,nan,13.0,24.0,nan,nan,nan,nan
FA_Mag,nan,30.93093937670737,34.997343861551194,38.73150326337506,25.009114405874094,nan,33.97867008286133,46.86702051025674,42.911536489417955,56.038053243776716,66.72440199421938,nan,nan,68.93299807477122,nan,61.75912282226058,18.977663692742485,21.740420771362956,nan,nan,nan,64.99469369272202,79.91679520138217,89.9631587809015,nan,36.98190875929935,nan,12.93431429188433,21.947114922275652,nan,nan,nan,17.98924579904734,nan,26.974639437083408,96.89065956802777,85.97021701899335,nan,nan,nan,nan,25.612866321121096,45.78922700192041,nan,nan,58.9893972974395,46.87821147615955,nan,nan,37.91278024952226,75.92663087774625,nan,nan,nan,nan
Wet_Tim,96.0,168.0,102.0,160.0,61.0,148.0,205.0,nan,164.0,92.0,159.0,132.0,173.0,140.0,196.0,nan,151.0,140.0,175.0,81.0,161.0,120.0,196.0,184.0,168.0,120.0,nan,nan,127.0,141.0,134.0,7.0,147.0,nan,165.0,157.0,57.0,177.0,185.0,118.0,154.0,159.0,148.0,145.0,177.0,174.0,nan,148.0,137.0,160.0,173.0,nan,34.0,107.0,27.0
