Year,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988
Peak_Fre_20,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,2.0,nan,nan
Peak_20,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002,420.8000000000002
Peak_Dur_50,12.0,5.0,2.0,nan,1.0,19.0,5.0,nan,nan,nan,nan,1.0,nan,8.0,36.0,nan,nan,5.0,nan,nan
Peak_Fre_50,2.0,2.0,1.0,nan,1.0,7.0,2.0,nan,nan,nan,nan,1.0,nan,4.0,2.0,nan,nan,2.0,nan,nan
Peak_50,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5,304.5
Dur_2,21.0,7.0,4.0,nan,3.0,40.0,14.0,nan,nan,1.0,nan,2.0,nan,8.0,44.0,1.0,nan,5.0,nan,nan
Fre_2,3.0,2.0,3.0,nan,2.0,7.0,1.0,nan,nan,1.0,nan,1.0,nan,4.0,3.0,1.0,nan,2.0,nan,nan
High_2,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0
Dur_5,45.0,20.0,37.0,nan,20.0,67.0,27.0,nan,nan,12.0,nan,3.0,nan,30.0,60.0,28.0,nan,22.0,nan,nan
Fre_5,2.0,5.0,3.0,nan,1.0,5.0,1.0,nan,nan,3.0,nan,2.0,nan,10.0,4.0,5.0,nan,4.0,nan,nan
High_5,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0
Dur_10,52.0,62.0,64.0,19.0,32.0,99.0,51.0,nan,nan,40.0,nan,4.0,nan,67.0,85.0,81.0,3.0,66.0,12.0,nan
Fre_10,2.0,4.0,3.0,2.0,1.0,6.0,4.0,nan,nan,5.0,nan,3.0,nan,7.0,4.0,7.0,1.0,8.0,1.0,nan
High_10,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0
Dur_20,67.0,135.0,103.0,70.0,49.0,176.0,81.0,2.0,nan,62.0,14.0,20.0,2.0,109.0,126.0,260.0,65.0,141.0,36.0,3.0
Fre_20,3.0,5.0,7.0,9.0,2.0,8.0,9.0,2.0,nan,4.0,2.0,6.0,2.0,9.0,5.0,13.0,9.0,1.0,5.0,2.0
High_20,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0
