Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,nan,30.93093937670737,34.997343861551194,38.73150326337506,25.009114405874094,nan,33.97867008286133,46.86702051025674,42.911536489417955,56.038053243776716,66.72440199421938,nan,nan,68.93299807477122,nan,61.75912282226058,18.977663692742485,21.740420771362956,nan,nan,nan,64.99469369272202,79.91679520138217,89.9631587809015,nan,36.98190875929935,nan,12.93431429188433,21.947114922275652,nan,nan,nan,17.98924579904734,nan,26.974639437083408,96.89065956802777,85.97021701899335,nan,nan,nan,nan,25.612866321121096,45.78922700192041,nan,nan,58.9893972974395,46.87821147615955,nan,nan,37.91278024952226,75.92663087774625,nan,nan,nan,nan
FA_Tim,nan,60.0,13.0,45.0,42.0,nan,55.0,2.0,33.0,15.0,55.0,nan,nan,42.0,nan,25.0,1.0,52.0,nan,nan,nan,44.0,25.0,41.0,nan,62.0,nan,28.0,53.0,nan,nan,nan,29.0,nan,36.0,72.0,48.0,nan,nan,nan,nan,52.0,38.0,nan,nan,62.0,44.0,nan,nan,13.0,24.0,nan,nan,nan,nan
FA_Dur,nan,3.0,5.0,3.0,6.0,nan,4.0,4.0,3.0,8.0,6.0,nan,nan,3.0,nan,2.0,4.0,2.0,nan,nan,nan,4.0,9.0,3.0,nan,1.0,nan,2.0,5.0,nan,nan,nan,4.0,nan,3.0,2.0,3.0,nan,nan,nan,nan,3.0,4.0,nan,nan,2.0,3.0,nan,nan,3.0,3.0,nan,nan,nan,nan
Wet_BFL_Mag_10,12.0,16.700000000000003,12.0,17.0,26.6,22.0,27.0,nan,23.0,33.0,23.6,21.0,21.3,28.0,26.0,nan,10.0,13.8,19.0,20.0,18.0,24.0,54.0,53.0,25.0,22.0,nan,nan,12.8,13.3,8.0,9.8,15.0,nan,42.0,45.699999999999996,40.0,36.0,37.8,25.0,12.0,15.0,15.100000000000001,17.0,24.0,42.800000000000004,nan,13.0,14.0,17.0,49.0,nan,14.0,13.0,10.0
Wet_BFL_Mag_50,17.0,54.5,37.5,34.0,38.0,46.5,137.0,nan,97.0,44.0,68.5,41.0,61.0,56.0,97.0,nan,15.0,34.0,47.0,42.0,31.0,86.0,124.0,77.0,51.0,81.0,nan,nan,46.0,24.5,20.0,12.0,58.0,nan,95.0,94.0,64.0,77.0,99.0,37.0,22.0,40.0,32.5,40.0,51.0,124.0,nan,25.0,26.0,37.5,112.5,nan,18.0,19.5,12.0
Wet_Tim,96.0,168.0,102.0,160.0,61.0,148.0,205.0,nan,164.0,92.0,159.0,132.0,173.0,140.0,196.0,nan,151.0,140.0,175.0,81.0,161.0,120.0,196.0,184.0,168.0,120.0,nan,nan,127.0,141.0,134.0,7.0,147.0,nan,165.0,157.0,57.0,177.0,185.0,118.0,154.0,159.0,148.0,145.0,177.0,174.0,nan,148.0,137.0,160.0,173.0,nan,34.0,107.0,27.0
Wet_BFL_Dur,164.0,98.0,162.0,82.0,197.0,88.0,71.0,nan,88.0,181.0,114.0,122.0,74.0,113.0,65.0,nan,105.0,119.0,67.0,198.0,81.0,145.0,68.0,63.0,72.0,130.0,nan,nan,129.0,84.0,123.0,217.0,119.0,nan,119.0,98.0,193.0,98.0,79.0,126.0,73.0,89.0,102.0,108.0,70.0,79.0,nan,89.0,99.0,98.0,102.0,nan,209.0,134.0,230.0
Peak_2,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
Peak_5,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0
Peak_10,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6,327.6
