Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,87.97386187726215,nan,306.9770658834045,252.95966177185596,nan,296.93599711045186,402.9866741517149,177.9501072082277,315.91047911368156,339.9630571389368,414.90275175249235,265.0077784457307,170.99159827431004,2029.8976054323448,159.9619387625342,205.87573292847736,86.98808343379837,102.98797764797511,nan,181.98172261146982,148.8809250203532,123.99139540180394,1789.6977701184528,833.9352597063527,181.9374465756697,156.99726858228695,143.99766429381802,nan,185.9765246639033,178.91310878290565,nan,316.80674519943807,78.92514344192406,nan,179.0043138761414,847.94037704816,616.9545911862879,nan,198.9816055271583,206.96888858814827,nan,148.9712261891726,367.87460377864284,177.991596391761,nan,551.979373599491,278.7883376212533,nan,339.8683086266333,616.6990160626493,1449.9811151410324,203.0041087684882,181.57520341869397,nan,58.030014871433494
FA_Tim,62.0,nan,13.0,36.0,nan,48.0,59.0,2.0,33.0,15.0,55.0,42.0,1.0,41.0,64.0,10.0,1.0,52.0,nan,19.0,64.0,27.0,25.0,41.0,33.0,55.0,1.0,nan,53.0,23.0,nan,25.0,29.0,nan,36.0,72.0,48.0,nan,60.0,27.0,nan,52.0,38.0,67.0,nan,62.0,44.0,nan,32.0,13.0,24.0,10.0,60.0,nan,53.0
FA_Dur,2.0,nan,4.0,4.0,nan,3.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,nan,9.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,nan,3.0,4.0,nan,2.0,6.0,nan,2.0,2.0,2.0,nan,2.0,3.0,nan,3.0,3.0,4.0,nan,5.0,2.0,nan,4.0,2.0,3.0,4.0,3.0,nan,2.0
Wet_BFL_Mag_10,93.0,114.0,60.0,122.5,108.70000000000003,109.0,296.90000000000003,105.20000000000002,199.3,236.0,177.5,138.9,183.5,250.60000000000002,207.10000000000002,99.2,61.099999999999994,157.5,290.0,137.0,142.39999999999998,216.20000000000002,500.79999999999995,251.3,153.5,173.8,126.1,82.3,76.80000000000001,91.6,85.0,123.0,132.2,95.8,267.2,417.29999999999995,217.4,158.4,262.2,184.0,74.5,189.4,163.3,89.80000000000003,367.20000000000005,329.0,107.9,91.70000000000002,247.4,291.6,274.3,102.2,125.4,119.0,52.0
Wet_BFL_Mag_50,392.0,880.0,355.0,393.0,297.0,517.0,1930.0,358.0,1055.0,352.5,562.5,418.5,584.0,507.0,871.5,173.0,183.5,471.0,680.0,382.0,472.0,1020.0,774.0,516.5,647.5,889.0,489.0,200.5,584.0,301.0,339.0,286.0,590.5,250.0,989.0,749.0,567.0,755.0,1290.0,619.0,318.5,662.0,339.5,487.0,767.5,1560.0,290.5,245.0,428.0,800.0,1150.0,211.5,378.0,302.0,169.0
Wet_Tim,158.0,161.0,100.0,158.0,60.0,144.0,203.0,123.0,160.0,92.0,158.0,129.0,170.0,143.0,190.0,151.0,163.0,139.0,176.0,78.0,160.0,118.0,194.0,150.0,158.0,119.0,169.0,124.0,131.0,134.0,169.0,154.0,144.0,137.0,139.0,156.0,61.0,153.0,184.0,156.0,151.0,162.0,152.0,126.0,178.0,171.0,146.0,140.0,160.0,185.0,145.0,148.0,145.0,145.0,111.0
Wet_BFL_Dur,96.0,105.0,163.0,96.0,198.0,81.0,70.0,122.0,82.0,158.0,104.0,118.0,66.0,109.0,62.0,79.0,92.0,116.0,66.0,201.0,85.0,147.0,63.0,90.0,96.0,127.0,62.0,114.0,119.0,87.0,81.0,61.0,92.0,109.0,133.0,78.0,185.0,115.0,77.0,85.0,76.0,85.0,94.0,118.0,64.0,81.0,82.0,94.0,73.0,69.0,130.0,82.0,83.0,96.0,130.0
Peak_2,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0
Peak_5,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001,3624.000000000001
Peak_10,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002,5786.000000000002
Peak_Dur_2,nan,nan,7.0,nan,8.0,nan,46.0,nan,35.0,1.0,1.0,nan,15.0,12.0,26.0,nan,nan,8.0,10.0,12.0,nan,24.0,50.0,15.0,nan,20.0,nan,nan,nan,nan,nan,nan,12.0,nan,50.0,16.0,11.0,12.0,17.0,1.0,nan,nan,12.0,nan,21.0,42.0,nan,nan,nan,8.0,36.0,nan,nan,nan,nan
Peak_Dur_5,nan,nan,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,13.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,2.0,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Dur_10,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,3.0,nan,4.0,nan,3.0,nan,2.0,1.0,1.0,nan,2.0,4.0,2.0,nan,nan,3.0,1.0,3.0,nan,7.0,1.0,3.0,nan,4.0,nan,nan,nan,nan,nan,nan,3.0,nan,7.0,2.0,2.0,4.0,2.0,1.0,nan,nan,2.0,nan,1.0,3.0,nan,nan,nan,1.0,4.0,nan,nan,nan,nan
Peak_Fre_5,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,602.0,1260.0,2120.0,920.0,1920.0,1070.0,2720.0,1170.0,3340.0,1500.0,1670.0,1470.0,1950.0,1840.0,2620.0,736.0,455.0,1970.0,2150.0,1790.0,696.0,2070.0,4650.0,2210.0,763.0,2920.0,877.0,451.0,1250.0,600.0,1030.0,713.0,2320.0,705.0,3310.0,4080.0,1540.0,1940.0,1930.0,1840.0,1310.0,1350.0,2190.0,1100.0,2930.0,2720.0,684.0,1600.0,1740.0,2770.0,3300.0,707.0,994.0,507.0,431.0
SP_Tim,254.0,266.0,263.0,254.0,258.0,225.0,273.0,245.0,242.0,250.0,262.0,247.0,236.0,252.0,252.0,230.0,255.0,255.0,242.0,279.0,245.0,265.0,257.0,240.0,254.0,246.0,231.0,238.0,250.0,221.0,250.0,215.0,236.0,246.0,272.0,234.0,246.0,268.0,261.0,241.0,227.0,247.0,246.0,244.0,242.0,252.0,228.0,234.0,233.0,254.0,275.0,230.0,228.0,241.0,241.0
SP_Dur,68.0,56.0,62.0,45.0,95.0,77.0,46.0,67.0,74.0,65.0,61.0,63.0,63.0,51.0,60.0,105.0,70.0,71.0,61.0,44.0,57.0,77.0,74.0,73.0,34.0,67.0,51.0,107.0,55.0,127.0,64.0,67.0,92.0,56.0,69.0,80.0,63.0,62.0,44.0,64.0,46.0,53.0,47.0,58.0,77.0,77.0,52.0,70.0,66.0,54.0,64.0,55.0,62.0,42.0,101.0
