Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962
Peak_20,1016.8000000000008,1016.8000000000008,1016.8000000000008,1016.8000000000008,1016.8000000000008,1016.8000000000008,1016.8000000000008,1016.8000000000008,1016.8000000000008,1016.8000000000008,1016.8000000000008,1016.8000000000008
Peak_Dur_50,nan,27.0,nan,4.0,nan,2.0,nan,35.0,nan,1.0,nan,8.0
Peak_Fre_50,nan,3.0,nan,4.0,nan,1.0,nan,1.0,nan,1.0,nan,4.0
Peak_50,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5
Dur_2,nan,32.0,nan,7.0,nan,2.0,nan,37.0,nan,1.0,nan,9.0
Fre_2,nan,4.0,nan,5.0,nan,1.0,nan,2.0,nan,1.0,nan,4.0
High_2,75.54000000000087,75.54000000000087,75.54000000000087,75.54000000000087,75.54000000000087,75.54000000000087,75.54000000000087,75.54000000000087,75.54000000000087,75.54000000000087,75.54000000000087,75.54000000000087
Dur_5,nan,72.0,nan,31.0,nan,3.0,nan,65.0,5.0,6.0,nan,38.0
Fre_5,nan,4.0,nan,3.0,nan,1.0,nan,2.0,3.0,5.0,nan,6.0
High_5,20.449999999999818,20.449999999999818,20.449999999999818,20.449999999999818,20.449999999999818,20.449999999999818,20.449999999999818,20.449999999999818,20.449999999999818,20.449999999999818,20.449999999999818,20.449999999999818
Dur_10,nan,144.0,9.0,86.0,4.0,9.0,3.0,101.0,16.0,21.0,nan,62.0
Fre_10,nan,3.0,5.0,6.0,3.0,1.0,3.0,5.0,2.0,6.0,nan,4.0
High_10,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Dur_20,nan,168.0,100.0,128.0,101.0,39.0,39.0,131.0,56.0,52.0,nan,70.0
Fre_20,nan,3.0,4.0,1.0,5.0,4.0,7.0,8.0,5.0,6.0,nan,4.0
High_20,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
