Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,nan,12.969215825237795,nan,nan,nan,nan,nan,21.983602157543032,30.999196696505376,28.039560667116948,nan,nan,24.99060385414725,nan,23.993127731367515,nan,11.970928064219958,10.96032397628147,16.004891215395737,nan,15.981185366564755,nan,113.99333115338769,nan,nan,21.97708792403771,16.992021933724146,nan,50.97672208843846,102.97936469597238,13.97316586008989,27.942015856606368,9.945240669620077,5.986487535913424,26.07520260249513,nan,288.9662234388807,24.998537098132164,nan,36.00062505935707,13.966617731781984,nan,76.39090136629525,52.004456005153195,76.48880781343036,44.89621819424766,18.676555036504634,12.593223800103814,10.48540242454766,129.97560144939385,144.9541780443212,25.388566117008093,nan,12.123086812437421,78.37430995038397
FA_Tim,nan,10.0,nan,nan,nan,nan,nan,2.0,11.0,15.0,nan,nan,11.0,nan,27.0,nan,41.0,0.0,50.0,nan,13.0,nan,22.0,nan,nan,19.0,24.0,nan,33.0,22.0,30.0,25.0,20.0,10.0,35.0,nan,49.0,8.0,nan,27.0,25.0,nan,37.0,39.0,18.0,33.0,33.0,9.0,3.0,13.0,23.0,4.0,nan,50.0,22.0
FA_Dur,nan,5.0,nan,nan,nan,nan,nan,5.0,3.0,3.0,nan,nan,4.0,nan,9.0,nan,5.0,6.0,3.0,nan,9.0,nan,7.0,nan,nan,9.0,2.0,nan,4.0,4.0,6.0,5.0,2.0,3.0,2.0,nan,7.0,2.0,nan,5.0,2.0,nan,4.0,11.0,3.0,7.0,6.0,2.0,4.0,3.0,3.0,4.0,nan,10.0,4.0
Wet_BFL_Mag_10,45.7,69.0,34.0,30.4,28.8,26.7,36.2,88.0,139.80000000000004,129.20000000000002,42.5,78.2,58.2,71.60000000000002,63.0,34.0,6.0,64.3,25.0,53.6,26.1,67.5,73.8,44.0,38.0,66.2,47.599999999999994,4.76,43.2,7.04,15.7,42.4,52.0,28.6,59.7,60.2,91.1,72.0,46.400000000000006,40.4,36.6,89.26,74.53,102.58,50.6,59.54,19.200000000000003,54.260000000000005,24.28,56.0,34.0,56.38,25.330000000000002,10.1,37.5
Wet_BFL_Mag_50,114.0,106.5,110.0,82.5,102.0,122.5,189.0,178.0,533.5,308.0,170.0,151.0,240.0,320.0,179.0,74.0,13.0,266.5,81.0,156.0,86.5,267.0,385.5,181.0,85.0,464.0,124.0,228.0,110.0,90.0,119.0,113.5,147.0,61.0,170.0,160.0,205.0,271.0,221.0,409.0,101.0,163.0,207.0,250.0,107.0,357.5,77.3,179.0,87.2,163.0,131.0,136.0,212.5,46.9,74.6
Wet_Tim,39.0,48.0,4.0,1.0,35.0,38.0,39.0,55.0,66.0,66.0,30.0,35.0,67.0,17.0,75.0,20.0,87.0,48.0,94.0,14.0,49.0,22.0,43.0,26.0,28.0,92.0,62.0,48.0,36.0,89.0,120.0,115.0,59.0,55.0,66.0,58.0,58.0,47.0,44.0,95.0,96.0,39.0,66.0,57.0,61.0,56.0,38.0,59.0,124.0,70.0,28.0,106.0,45.0,125.0,46.0
Wet_BFL_Dur,188.0,128.0,218.0,168.0,169.0,158.0,163.0,117.0,88.0,77.0,166.0,163.0,109.0,167.0,134.0,177.0,132.0,144.0,129.0,179.0,132.0,176.0,168.0,171.0,155.0,73.0,104.0,63.0,143.0,153.0,58.0,88.0,189.0,157.0,150.0,179.0,98.0,151.0,153.0,59.0,63.0,139.0,148.0,95.0,203.0,132.0,113.0,93.0,97.0,173.0,151.0,93.0,42.0,61.0,87.0
Peak_2,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0,1770.0
Peak_5,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005,2890.0000000000005
Peak_10,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0,3488.0
Peak_Dur_2,2.0,nan,3.0,nan,2.0,2.0,1.0,2.0,5.0,6.0,2.0,2.0,nan,5.0,1.0,nan,nan,7.0,nan,1.0,nan,4.0,9.0,nan,1.0,6.0,nan,nan,nan,nan,nan,nan,1.0,nan,8.0,nan,7.0,nan,nan,1.0,nan,nan,1.0,2.0,nan,4.0,nan,nan,nan,1.0,nan,nan,1.0,nan,2.0
Peak_Dur_5,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,1.0,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0
Peak_Dur_10,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,1.0,nan,2.0,nan,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,nan,3.0,1.0,nan,nan,2.0,nan,1.0,nan,3.0,6.0,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,3.0,nan,nan,1.0,nan,nan,1.0,1.0,nan,3.0,nan,nan,nan,1.0,nan,nan,1.0,nan,1.0
Peak_Fre_5,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,1.0,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0
Peak_Fre_10,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,221.0,114.0,352.0,168.0,760.0,150.0,286.0,676.0,702.0,740.0,160.0,217.0,274.0,3550.0,195.0,362.0,20.0,246.0,212.0,246.0,303.0,1800.0,328.0,181.0,282.0,835.0,781.0,608.0,620.0,263.0,351.0,160.0,199.0,61.0,136.0,108.0,184.0,213.0,348.0,785.0,476.0,210.0,1000.0,1410.0,443.0,775.0,781.0,208.0,140.0,65.0,1190.0,376.0,1590.0,364.0,2790.0
SP_Tim,227.0,176.0,222.0,169.0,204.0,196.0,202.0,172.0,154.0,143.0,196.0,198.0,176.0,184.0,209.0,197.0,219.0,192.0,223.0,193.0,181.0,198.0,211.0,197.0,183.0,165.0,166.0,111.0,179.0,242.0,178.0,203.0,248.0,212.0,216.0,237.0,156.0,198.0,197.0,154.0,159.0,178.0,214.0,152.0,264.0,188.0,151.0,152.0,221.0,243.0,179.0,199.0,87.0,186.0,133.0
SP_Dur,35.0,25.0,36.0,58.0,30.0,18.0,41.0,31.0,42.0,36.0,38.0,46.0,51.0,36.0,48.0,38.0,81.0,51.0,51.0,48.0,37.0,37.0,39.0,62.0,40.0,108.0,41.0,181.0,48.0,51.0,121.0,47.0,39.0,70.0,26.0,44.0,17.0,24.0,44.0,36.0,35.0,44.0,43.0,113.0,50.0,38.0,121.0,72.0,43.0,30.0,18.0,37.0,169.0,66.0,113.0
SP_ROC,0.06756756756756757,0.055873180873180876,0.05334281650071124,0.04395604395604396,0.057692307692307696,0.05405405405405406,0.059322033898305086,0.06470315398886828,0.07246376811594203,0.06617241379310344,0.05555555555555555,0.06451612903225806,0.05,0.06944444444444445,0.0625,0.07009498853586636,0.07504690431519698,0.06896551724137931,0.06066176470588235,0.07142857142857142,0.0625,0.06299603174603174,0.0625,0.05555555555555555,0.05263157894736842,0.06153846153846154,0.06896551724137931,0.05999999999999996,0.06666666666666667,0.07142857142857142,0.0540540540540541,0.05555555555555555,0.062114197530864196,0.047619047619047616,0.05634920634920634,0.05941176470588235,0.060024009603841535,0.08571428571428572,0.05263157894736842,0.07042253521126761,0.0684931506849315,0.06082365635597578,0.05676328502415466,0.057971014492753624,0.05759162303664928,0.0637362637362637,0.04829371175364142,0.04102564102564106,0.04054794520547943,0.04487179487179483,0.10975609756097561,0.053061224489795944,0.04504000854148263,0.0515771526001705,0.045454545454545456
DS_Mag_50,4.550000000000001,9.3,7.0,6.7,4.0,3.9,6.55,5.5,6.6,4.7,4.6,6.7,3.4,5.2,5.0,3.7,4.449999999999999,5.5,3.0,3.6,4.2,3.25,7.6,5.2,4.5,6.2,2.0,1.3,4.75,4.4,4.1,2.2,2.6500000000000004,1.7000000000000002,4.15,3.4,6.3,5.25,5.4,6.05,2.6,2.04,2.7249999999999996,2.5,3.71,3.2249999999999996,3.33,4.66,2.925,4.2,8.11,3.2,2.14,1.01,1.6549999999999998
DS_Mag_90,13.0,26.200000000000017,17.0,13.0,14.0,18.0,22.0,33.400000000000034,41.5,32.0,16.0,39.60000000000005,13.0,26.0,11.200000000000003,12.0,35.400000000000006,16.0,8.95,16.0,19.0,18.700000000000017,19.0,13.0,40.19999999999999,24.799999999999983,13.400000000000006,2.9,17.0,10.0,24.0,11.0,8.57,32.0,24.0,10.779999999999998,34.099999999999994,26.0,83.59999999999997,31.0,27.0,15.439999999999998,13.75,8.298,12.989999999999998,26.87000000000001,7.186000000000001,37.6,21.200000000000006,16.0,42.079999999999984,13.819999999999997,5.757999999999999,9.504999999999999,9.56
DS_Tim,262.0,201.0,258.0,227.0,234.0,214.0,243.0,203.0,196.0,179.0,234.0,244.0,227.0,220.0,257.0,235.0,300.0,243.0,274.0,241.0,218.0,235.0,250.0,259.0,223.0,273.0,207.0,292.0,227.0,293.0,299.0,250.0,287.0,282.0,242.0,281.0,173.0,222.0,241.0,190.0,194.0,222.0,257.0,265.0,314.0,226.0,272.0,224.0,264.0,273.0,197.0,236.0,256.0,252.0,246.0
DS_Dur_WS,152.0,169.0,109.0,174.0,170.0,191.0,178.0,229.0,236.0,217.0,167.0,189.0,156.0,221.0,129.0,218.0,114.0,217.0,106.0,174.0,170.0,174.0,142.0,135.0,235.0,155.0,207.0,110.0,228.0,193.0,182.0,175.0,134.0,150.0,182.0,143.0,240.0,188.0,220.0,272.0,211.0,210.0,166.0,162.0,108.0,178.0,153.0,266.0,172.0,121.0,275.0,175.0,235.0,160.0,166.0
