Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,nan,nan,312.96616846853556,97.94381510444846,19.95278219243434,nan,nan,nan,nan,nan,nan,nan,nan,nan,95.9877645966166,nan,nan,nan,nan,nan,1.026688888468476,353.9931018430956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.551233329659231,nan,nan,nan,nan,496.8449281021088,nan,nan,nan,nan,nan
FA_Tim,nan,nan,13.0,50.0,44.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.0,nan,nan,nan,nan,nan,65.0,44.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.0,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan
FA_Dur,nan,nan,2.0,2.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,1.0,1.6,1.9500000000000002,2.8999999999999995,6.5,2.3400000000000003,3.5,2.5800000000000005,36.2,23.3,8.5,0.0,4.5,11.0,11.160000000000004,0.22700000000000004,0.53,6.27,6.46,11.0,2.0,27.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.8,10.89,1.87,0.0,2.008,16.76,7.279,1.846,0.0,0.0,1.908
Wet_BFL_Mag_50,2.1,146.5,80.0,3.55,28.0,11.0,39.5,6.5,396.0,66.5,20.0,4.7,82.0,40.0,118.0,1.2,0.89,57.0,20.0,102.0,20.5,127.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,88.6,55.650000000000006,12.5,25.5,53.0,50.6,46.3,11.8,10.15,2.98,4.77
Wet_Tim,106.0,122.0,110.0,99.0,75.0,44.0,49.0,98.0,100.0,94.0,52.0,73.0,39.0,38.0,115.0,121.0,77.0,79.0,96.0,80.0,107.0,76.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.0,75.0,122.0,86.0,125.0,99.0,74.0,153.0,54.0,138.0,60.0
Wet_BFL_Dur,136.0,38.0,96.0,18.0,121.0,88.0,158.0,90.0,55.0,64.0,147.0,59.0,137.0,149.0,78.0,80.0,170.0,80.0,87.0,81.0,68.0,120.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96.0,114.0,31.0,65.0,33.0,99.0,104.0,47.0,34.0,50.0,75.0
Peak_2,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0,1530.0
Peak_5,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001,2800.000000000001
Peak_10,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0,3532.0
Peak_Dur_2,nan,1.0,2.0,nan,2.0,nan,4.0,nan,8.0,2.0,nan,nan,1.0,1.0,nan,nan,nan,4.0,nan,8.0,1.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,nan,1.0,nan,3.0,4.0,nan,nan,nan,nan
Peak_Dur_5,nan,1.0,2.0,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Dur_10,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,1.0,1.0,nan,1.0,nan,4.0,nan,3.0,2.0,nan,nan,1.0,1.0,nan,nan,nan,3.0,nan,2.0,1.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,nan,1.0,nan,1.0,3.0,nan,nan,nan,nan
