Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.148140637120554,nan,2.7901147714675574,5.018211912099255,3.42802430342182,nan,nan,3.718650932291279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.9724531532873515,nan,nan,nan,nan,nan,nan,nan
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.0,nan,58.0,40.0,4.0,nan,nan,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.0,nan,nan,nan,nan,nan,nan,nan
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,5.0,7.0,12.0,nan,nan,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.0,nan,nan,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,0.1,0.8,0.060000000000000143,0.0,0.0,0.4,0.2,1.34,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.48200000000000015,0.0,nan,nan,0.08600000000000002,0.0,0.0,0.0,0.0,0.0,0.07,1.5,1.5,1.3,1.2600000000000002,2.92,1.6,1.4,0.75,0.57,0.0,0.0,0.51,0.0,0.47,nan,0.942,0.0,0.0,1.4,0.0,0.0,0.12,nan,0.0,nan,nan
Wet_BFL_Mag_50,0.5,1.5,0.9,0.7,0.2,0.4,0.3,2.5,0.3,0.6,nan,0.4,0.0,0.2,0.2,0.8,0.0,0.2,2.2,0.32,nan,nan,0.46,0.16,0.17,0.24000000000000002,0.0,0.635,1.9,5.35,2.6,1.8,7.8,4.0,2.3,1.7,1.2,0.985,0.75,0.42,1.7,0.92,8.65,nan,1.7,0.835,0.54,4.5,0.87,0.61,0.48,nan,0.37,nan,nan
Wet_Tim,48.0,79.0,44.0,78.0,53.0,101.0,62.0,153.0,47.0,55.0,nan,71.0,42.0,49.0,69.0,46.0,54.0,59.0,98.0,77.0,nan,nan,73.0,52.0,94.0,117.0,302.0,94.0,72.0,116.0,6.0,84.0,110.0,49.0,43.0,36.0,49.0,26.0,37.0,43.0,137.0,50.0,83.0,nan,85.0,40.0,42.0,119.0,32.0,29.0,60.0,nan,65.0,nan,nan
Wet_BFL_Dur,166.0,94.0,117.0,102.0,277.0,27.0,66.0,35.0,97.0,101.0,nan,91.0,130.0,139.0,126.0,91.0,18.0,144.0,67.0,82.0,nan,nan,109.0,112.0,103.0,20.0,22.0,60.0,251.0,34.0,149.0,103.0,49.0,43.0,139.0,135.0,127.0,182.0,99.0,101.0,47.0,133.0,64.0,nan,80.0,128.0,79.0,73.0,158.0,132.0,101.0,nan,262.0,nan,nan
Peak_2,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,nan,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,nan,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,nan,nan
Peak_5,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,nan,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,nan,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,42.60000000000003,nan,nan
Peak_10,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,nan,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,nan,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,86.19999999999996,nan,nan
