Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,13.978375359938042,4.894555438593668,nan,8.348726161499359,4.061686049594336,13.832645507144537,33.94930947391087,8.599835605119884,10.140032799459917,40.98809346140011,45.934000882297795,11.97197485295295,8.398460620801462,6.371889488016144,7.85046479327532,nan,2.997993508892284,25.98530101183181,4.795702618723623,44.9869138129372,7.368790998454811,5.199628015470294,195.9618048304651,13.990923141148492,11.962807614996116,4.216206694531673,8.706373859958768,2.8327899917034527,33.98760104227987,32.93000457240018,3.091905873661152,58.958756934104166,35.976966945899925,5.8438751462271075,2.1184055398320494,nan,nan,10.061308499300393,60.94809211537352,18.991783329098034,8.60880017782526,4.890952488453207,132.88937309434252,7.671532350610128,16.990926150257778,8.876545398040529,9.569843181944853,17.957527105334982,10.988286180185122,25.98492695253752,388.67679919789657,11.994750868221796,nan,2.702091835401823,1.5765598042599311
FA_Tim,48.0,19.0,nan,10.0,28.0,44.0,46.0,1.0,12.0,15.0,35.0,41.0,10.0,7.0,27.0,nan,1.0,52.0,59.0,18.0,37.0,6.0,24.0,1.0,28.0,22.0,0.0,22.0,43.0,22.0,30.0,25.0,29.0,14.0,4.0,nan,nan,8.0,53.0,27.0,27.0,29.0,38.0,47.0,23.0,34.0,32.0,19.0,3.0,12.0,23.0,4.0,nan,31.0,14.0
FA_Dur,4.0,1.0,nan,7.0,10.0,4.0,2.0,5.0,3.0,5.0,2.0,9.0,2.0,2.0,5.0,nan,6.0,2.0,2.0,2.0,4.0,5.0,8.0,6.0,6.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,6.0,2.0,2.0,nan,nan,4.0,3.0,4.0,5.0,13.0,4.0,4.0,3.0,3.0,6.0,2.0,6.0,2.0,4.0,2.0,nan,2.0,8.0
Wet_BFL_Mag_10,12.4,22.5,6.98,10.0,13.0,21.0,20.0,12.8,16.0,8.55,21.0,16.0,20.0,21.0,46.0,5.6,4.0,21.0,23.3,26.0,21.480000000000008,19.400000000000002,49.2,26.200000000000003,16.4,27.0,5.72,3.6000000000000005,31.200000000000003,12.5,7.54,5.2,46.400000000000006,18.0,33.0,15.0,18.6,20.0,24.0,28.0,11.0,14.0,23.0,21.0,53.2,23.0,11.0,33.8,20.3,32.8,27.0,17.5,5.56,4.520000000000001,4.300000000000001
Wet_BFL_Mag_50,31.0,107.5,20.0,15.0,31.0,90.0,39.0,47.0,57.5,71.5,58.5,75.0,29.0,54.0,169.0,9.9,9.5,54.0,49.0,50.0,36.0,83.0,81.0,65.0,74.0,50.0,31.0,21.0,120.0,38.0,47.0,41.0,123.0,40.0,94.0,70.5,73.0,61.0,48.5,74.0,45.0,54.0,48.0,88.5,117.0,64.0,34.0,67.0,75.5,101.0,69.5,59.0,45.0,36.0,21.0
Wet_Tim,118.0,170.0,5.0,30.0,52.0,154.0,115.0,100.0,100.0,72.0,104.0,132.0,73.0,32.0,206.0,1.0,137.0,70.0,152.0,86.0,126.0,36.0,155.0,26.0,162.0,86.0,112.0,39.0,139.0,140.0,145.0,126.0,151.0,144.0,94.0,60.0,43.0,95.0,102.0,103.0,151.0,84.0,68.0,132.0,178.0,52.0,65.0,156.0,126.0,163.0,60.0,147.0,42.0,116.0,47.0
Wet_BFL_Dur,115.0,78.0,230.0,205.0,180.0,71.0,149.0,119.0,138.0,44.0,150.0,112.0,159.0,210.0,41.0,216.0,104.0,175.0,84.0,151.0,90.0,205.0,102.0,203.0,55.0,60.0,103.0,189.0,83.0,106.0,95.0,77.0,89.0,82.0,177.0,172.0,53.0,165.0,138.0,137.0,72.0,161.0,171.0,82.0,57.0,179.0,149.0,67.0,94.0,89.0,208.0,66.0,27.0,83.0,89.0
Peak_2,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0
Peak_5,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8,920.8
Peak_10,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0
